"idLU"	"name"	"senseDescription"
16961	with on.idio	FN: wearing
16962	have got on.v	FN: wear
16963	in.prep	FN: wearing 
16964	decked out.a	FN: dressed finely 
16965	dolled up.a	FN: dressed attractively
16966	got on.v	FN: be wearing
16967	sport.v	COD: wear or display (a distinctive or noticeable item).
16968	swaddled.a	FN: (of a baby) wrapped (in a blanket, etc.)
16969	swathed.a	FN: wrapped (in something) so as to clothe
16970	smile.n	COD: an act of smiling; a smiling expression
16971	grimace.n	COD: an ugly, twisted expression on a person' s face, typically expressing disgust, pain, or wry amusement. 
16972	grin.n	COD: a smile or grimace produced by grinning
16973	frown.n	COD:  [verb] furrow one' s brows in an expression indicating disapproval, displeasure, or concentration. [noun] an expression of this type
16974	expression.n	COD:  the look on someone' s face, seen as conveying a particular emotion.
16975	smirk.n	COD: a smug or silly smile. 
16976	rictus.n	COD: a fixed grimace or grin. 
16977	look.n	COD: an expression of a feeling or thought by such an act [of looking].
16978	scowl.n	COD: an angry or bad-tempered expression. 
16979	face.n	COD: an expression on someone' s face. 
16980	snarl.n	FN: an act or sound of snarling [growling with bared teeth], quite often used for the bared-teeth configuration of the lips alone.
16981	sneer.n	FN: a contemptuous or mocking smile, remark, or tone (in this frame, only the facial expression.)
16982	pout.n	COD: a pouting expression; (i.e. push[ing] one' s lips or bottom lip forward as an expression of petulant annoyance or in order to make oneself look sexually attractive). 
16983	keep.v	COD: continue or cause to continue in a specified condition, position, or activity.
16984	maintain.v	COD: cause or enable (a condition or state of affairs) to continue. 
16985	continue.v	COD: persist in an activity or process. 
16986	carry on.v	COD: continue an activity or task.
16987	maintenance.n	COD: the process or state of maintaining or being maintained.
16988	proceed.v	COD: go on to do something.
16989	keep on.v	continue performing an activity, may be iterative or continuous, object may be omitted by DNI. 
16990	keep up.v	Ccontinue performing an activity at the same pace. 
16991	wrap up.v	FN: finish
16992	finish.v	FN: bringing or coming to an end
16993	conclude.v	COD: bring or come to an end
16994	complete.v	COD: finish making or doing
16995	completion.n	FN: the act of finishing making or doing something
16996	tie up.v	FN: bring something to a satisfactory conclusion
16997	graduate.v	FN: To finish completely, often referring to attendance at an educational institution
16998	stop.v	COD: discontinue an action, practice, or habit.
16999	halt.v	COD: bring or come to an abrupt stop
17000	discontinue.v	COD: stop doing, providing, or making.
17001	cease.v	COD: come or bring to an end; stop.
17002	terminate.v	COD: bring to an end.
17003	abandon.v	"COD: give up (an action or practice) completely.
[FN: this is distinct from abandoning a belief]"
17004	quit.v	FN: stop doing something
17005	pause.n	COD: a temporary stop in action or speech. 
17006	suspend.v	COD: halt temporarily.
17007	take break.v	FN: interrupt continuity
17008	freeze.v	COD: keep or stop at a fixed level or in a fixed state.
17009	freeze.n	COD: an act of freezing
17010	moratorium.n	COD: a temporary prohibition of an activity.
17011	adjourn.v	FN: to suspend for a period of time
17012	ready.a	COD: in a suitable state for an activity or situation; fully prepared.
17013	prepared.a	FN: be ready for some activity.
17014	set.a	FN: ready, completely prepared.
17015	prepare.v	COD: make ready for use or consideration, or make or get ready to do or deal with something. 
17016	get ready.v	FN: prepare
17017	ready.v	FN: to get ready (for an activity).  
17018	fix.v	FN: prepare to perform an activity
17019	rally.v	COD: bring or come together for concerted action.
17020	gear up.v	FN: make ready or prepare for activity.
17021	preparation.n	COD: the action or process of preparing or being prepared.
17022	compose.v	FN: Make oneself ready for further action or perception.
17023	buy.v	COD: obtain in exchange for payment
17024	purchase.v	COD:  buy
17025	purchase [act].n	COD: the action of buying. 
17026	buyer.n	FN: a person or company who purchases something
17027	purchaser.n	FN: a person or company who buys something
17028	client.n	FN: The person paying for services (or in some cases, goods). This term is used in preference to customer or buyer in transactions for services, especially in situations where the providers are lawyers, financial advisors, architects, agents for performers and professional atheletes, etc.
17029	retail.v	COD: sell (goods)
17030	retailer.n	FN: one who sells goods 
17031	sell.v	COD: hand over in exchange for money.
17032	vend.v	COD:  offer (small items) for sale, especially from a slot machine. 
17033	vendor.n	COD: a person or company offering something for sale, especially a trader in the street. 
17034	sale.n	COD: the exchange of a commodity for money; the process of selling something. 
17035	auction.v	FN: selling to highest bidder
17036	auction.n	FN: the process of selling goods to the highest bidder
17037	seller.n	FN: a person or company who trades an object for money
17038	house.n	COD: a building for human habitation
17039	houseboat.n	COD: a boat which is fitted for use as a dwelling. 
17040	church.n	COD: a building used for public Christian worship. 
17041	tower.n	COD: a tall, narrow building, either free-standing or forming part of a building such as a church or castle. 
17042	bungalow.n	COD: a house with only one main storey. 
17043	cabin.n	COD: a small wooden shelter or house. 
17044	castle.n	COD: a large building, typically of the medieval period, which is (or was formerly) fortified as a stronghold.
17045	condominium.n	COD: a building or complex containing a number of individually owned flats or houses. 
17046	cottage.n	COD: a small simple house, typically one in the country. 
17047	dacha.n	COD: a country house or cottage in Russia, typically used as a second or holiday home. 
17048	dormitory.n	COD: a bedroom for a number of people in a school or institution. 
17049	dwelling.n	COD: a house or other place of residence. 
17050	farmhouse.n	COD: a house attached to a farm, especially the main house in which the farmer lives. 
17051	home.n	COD: a house or flat. 
17052	hospital.n	FN: a building which houses an institution providing medical, surgical, and nursing care for sick or injured patients.
17053	hostel.n	COD: an establishment which provides cheap food and lodging for a specific group of people. 
17054	hotel.n	COD: an establishment providing accommodation and meals for travellers and tourists. 
17055	igloo.n	COD: a dome-shaped Eskimo house, typically built from blocks of solid snow. 
17056	lodge.n	COD: a small house at the gates of a park or in the grounds of a large house, occupied by a gatekeeper or other employee, or a small country house occupied in season for sports such as hunting and shooting, or a large house or hotel, or a porter' s quarters at the main entrance of a college or other large building. 
17057	mansion.n	COD: a large, impressive house. 
17058	monastery.n	FN: a building housing a order of monks.
17059	motel.n	COD: a roadside hotel designed primarily for motorists, typically having the rooms arranged in low blocks with parking directly outside. 
17060	palace.n	COD: a large, impressive building forming the official residence of a sovereign, president, archbishop, etc. 
17061	pension.n	COD: a small hotel or boarding house in France and other European countries. 
17062	pueblo.n	FN: buildings in a town or village in Spain, Latin America, or the south-western US, especially an American Indian settlement
17063	residence.n	FN: a building which serves as a person' s home.
17064	shack.n	COD: a roughly built hut or cabin. 
17065	shanty.n	COD: a small, crudely built shack. 
17066	shelter.n	FN: a structure giving protection from danger or the elements.
17067	tenement.n	COD: a separate residence within a house or block of flats.
17068	tent.n	COD: a portable shelter made of cloth, supported by one or more poles and stretched tight by cords attached to pegs driven into the ground.
17069	villa.n	COD: a detached or semi-detached house in a residential district, or a large country house, having an estate and consisting of buildings arranged around a courtyard. 
17070	acropolis.n	COD: a citadel or fortified part of an ancient Greek city, built on high ground.
17071	arena.n	COD: a level area surrounded by seating, in which public events and entertainments are held. 
17072	auditorium.n	COD: a large hall used for public gatherings. 
17073	barn.n	COD: a large farm building used for storage or for housing livestock. 
17074	barracks.n	COD: a large building or group of buildings used to house soldiers. 
17075	basilica.n	COD: a large oblong hall or building with double colonnades and a semicircular apse, used in ancient Rome as a law court or for public assemblies, or a similar building used as a Christian church. 
17076	blockhouse.n	COD: a reinforced concrete shelter used as an observation point. 
17077	campanile.n	COD: a bell tower, especially a free-standing one. 
17078	caravan.n	COD: a vehicle equipped for living in, usually designed to be towed. 
17079	caravanserai.n	COD: inn with a central courtyard for travellers in the desert regions of Asia or North Africa
17080	chalet.n	COD: a wooden house with overhanging eaves, typically found in the Swiss Alps, or a small wooden cabin used by holidaymakers, typically one in a holiday camp. 
17081	chateau.n	COD: a large French country house or castle. 
17082	conservatory.n	COD: a room with a glass roof and walls, attached to a house and used as a sun lounge or for growing delicate plants. 
17083	garage.n	COD: a building for housing a motor vehicle or vehicles. 
17084	gazebo.n	COD: a small building, especially one in the garden of a house, that gives a wide view of the surrounding area. 
17085	greenhouse.n	COD: a glass building in which plants that need protection from cold weather are grown .
17086	hall.n	COD: a large room for meetings, concerts, etc., or a university building in which students live, a large country house, or the building of a guild. 
17087	hangar.n	COD: a large building with extensive floor area, typically for housing aircraft. 
17088	hippodrome.n	COD: a theatre or concert hall. 
17089	hovel.n	COD: a small squalid or poorly constructed dwelling. 
17090	inn.n	COD: a public house, traditionally an establishment also providing food and lodging. 
17091	kennel.n	COD: a small shelter for a dog. 
17092	kiosk.n	COD: a small open-fronted hut or cubicle from which newspapers, refreshments, tickets, etc. are sold. 
17093	lighthouse.n	COD: a tower or other structure containing a beacon light to warn ships at sea. 
17094	maisonette.n	COD: a set of rooms for living in, typically on two storeys of a larger building and having a separate entrance. 
17095	mall.n	COD: a large enclosed shopping area from which traffic is excluded. 
